target_id	length	eff_length	est_counts	tpm
rna-NM_001178387.1	936	737	6553	886.841
rna-NM_001178388.1	897	698	0	0
rna-NM_001178389.1	2010	1811	126	6.93945
rna-NM_001178390.1	1194	995	15	1.50363
rna-NM_001178391.2	2070	1871	742	39.5551
rna-NM_001178392.2	1719	1520	183	12.0083
rna-YNCB0011C	74	3.56892	0	0
rna-NM_001178393.2	1920	1721	460	26.6594
rna-NM_001178394.1	1005	806	3019	373.595
rna-NM_001178395.1	528	329	296	89.7364
rna-NM_001178396.1	471	272	998.638	366.195
rna-NM_001178397.1	2433	2234	390	17.4122
rna-NM_001178398.1	1017	818	4118	502.118
rna-NM_001178400.1	633	434	385	88.4797
rna-NM_001178401.1	1077	878	2294	260.598
rna-NM_001178402.1	1035	836	8871	1058.37
rna-NM_001178403.1	2700	2501	97	3.8684
rna-YNCB0012W	84	3.8053	0	0
rna-NM_001178404.1	1506	1307	3301	251.908
rna-YNCB0013W	72	3.52559	0	0
rna-NM_001270739.1	201	17.0167	274	1606.01
rna-NM_001178405.1	1101	902	661	73.0917
rna-NM_001178406.1	2346	2147	1208	56.1187
rna-NM_001184442.3	243	44.7603	144	320.88
rna-NM_001178407.1	3327	3128	1935	61.7003
rna-NM_001178408.1	1863	1664	122	7.31273
rna-NM_001178409.3	933	734	100	13.5887
rna-NM_001178410.1	543	344	682	197.742
rna-NM_001178411.1	1215	1016	90	8.83531
rna-NM_001178413.3	1095	896	154	17.143
rna-NM_001178414.1	663	464	93	19.9912
rna-NM_001178415.1	633	434	23810	5471.96
rna-NM_001178416.4	1830	1631	5401	330.288
rna-NM_001178417.1	1860	1661	178.766	10.7346
rna-NR_172475.1	2024	1825	226.234	12.3643
rna-NM_001178418.1	714	515	94	18.2051
rna-NM_001178419.3	636	437	826	188.526
rna-NM_001178420.1	645	446	78929	17651.2
rna-NM_001184540.1	162	8.26769	0	0
rna-NM_001178421.4	2877	2678	26	0.968357
rna-NM_001178422.2	2931	2732	164	5.98737
rna-NM_001178424.2	1065	866	207	23.841
rna-NM_001178425.3	489	290	395	135.854
rna-NM_001178426.2	1290	1091	3120	285.235
rna-NM_001178427.1	2895	2696	1035	38.2907
rna-NM_001178428.3	2277	2078	193	9.2637
rna-NM_001178429.1	3999	3800	507	13.3075
rna-YNCB0015W	72	3.52559	0	0
rna-YNCB0016W	72	3.52559	0	0
rna-NM_001178430.1	447	248	759	305.255
rna-NM_001178431.3	1461	1262	343	27.1086
rna-NM_001178432.1	2928	2729	104	3.80104
rna-NM_001180057.1	570	371	2364.57	635.699
rna-NM_001178433.3	924	725	2	0.275147
rna-NM_001184443.1	258	59.1108	4940	8335.53
rna-NM_001178434.1	2841	2642	850	32.0892
rna-NM_001178435.3	1065	866	63	7.25597
rna-NM_001178436.1	777	578	33	5.69454
rna-NM_001180058.2	300	101	970	957.906
rna-NM_001178438.4	369	170	316	185.401
rna-NM_001178439.1	330	131	22	16.7504
rna-NM_001178440.1	1404	1205	71.9435	5.95494
rna-NM_001178441.3	1404	1205	187.089	15.4858
rna-NM_001178442.2	2262	2063	215	10.3947
rna-NM_001178443.1	1293	1094	277	25.2543
rna-NM_001178444.3	693	494	39	7.87427
rna-NM_001178445.2	4365	4166	270	6.46424
rna-NM_001178446.1	2076	1877	98	5.20756
rna-NM_001178449.3	873	674	5450	806.509
rna-NM_001178450.1	2262	2063	215	10.3947
rna-NM_001178451.1	1608	1409	411	29.094
rna-NM_001178452.3	990	791	189	23.8319
rna-NM_001178453.1	1089	890	201	22.5257
rna-NM_001178454.1	567	368	226	61.2539
rna-NM_001178455.3	738	539	32	5.92153
rna-NM_001178456.2	2844	2645	523	19.7219
rna-NM_001178457.1	444	245	1502	611.472
rna-NM_001178458.3	1350	1151	229	19.8442
rna-NM_001178459.1	696	497	1034	207.509
rna-NM_001184520.1	291	92.0002	113	122.507
rna-NM_001178460.3	2901	2702	137.757	5.08511
rna-NM_001178462.1	2373	2174	149	6.83596
rna-NM_001178463.1	4179	3980	619	15.5125
rna-NM_001178465.3	2046	1847	1878	101.415
rna-NM_001178466.1	1377	1178	59607.6	5046.96
rna-NM_001178467.1	897	698	405	57.8725
rna-NM_001178468.3	489	290	220	75.6654
rna-NM_001178469.2	2004	1805	1374	75.9246
rna-NM_001178470.1	534	335	176	52.4011
rna-NM_001178471.3	1950	1751	309	17.6013
rna-NM_001178473.1	1182	983	364	36.9335
rna-NM_001178474.1	1488	1289	5275	408.171
rna-NM_001270740.1	207	19.5103	369	1886.41
rna-NM_001178475.3	1554	1355	6202	456.526
rna-NM_001178476.1	1035	836	253	30.1847
rna-NM_001178477.1	987	788	612	77.4637
rna-NM_001178478.3	1278	1079	77	7.11774
rna-NM_001178479.3	2115	1916	18	0.937022
rna-NM_001178480.1	1791	1592	523	32.7666
rna-NM_001178481.1	2484	2285	134	5.84913
rna-NM_001178483.3	453	254	116	45.5509
rna-NM_001178484.3	7107	6908	140	2.02138
rna-NM_001178485.2	540	341	524	153.267
rna-NM_001178486.2	1575	1376	254	18.4115
rna-NM_001178487.3	1527	1328	2946	221.262
rna-NM_001178488.3	9279	9080	1566	17.202
rna-NM_001178489.2	1014	815	58	7.09812
rna-NM_001178490.1	2322	2123	156	7.32905
rna-NM_001178491.3	1314	1115	900	80.5083
rna-NM_001348890.1	315	116	0	0
rna-NM_001178493.3	1056	857	428	49.8122
rna-NM_001178494.1	837	638	182	28.4527
rna-NM_001178495.1	891	692	340	49.0056
rna-NM_001178496.3	1830	1631	36	2.20151
rna-NM_001178497.3	1035	836	6836	815.584
rna-NM_001178498.1	3285	3086	548.375	17.7237
rna-NM_001178499.1	951	752	1034	137.144
rna-NM_001178500.3	876	677	74	10.9022
rna-NM_001178501.3	735	536	69	12.8398
rna-NM_001178502.1	648	449	167	37.0974
rna-NM_001178503.1	1158	959	62	6.44831
rna-NM_001178504.3	2097	1898	73	3.83618
rna-NM_001178505.3	768	569	9	1.57762
rna-NM_001178506.1	1650	1451	86	5.91158
rna-NM_001178507.1	1044	845	277	32.6961
rna-NM_001178508.3	897	698	131	18.7193
rna-NM_001178509.3	1131	932	48	5.13687
rna-NM_001178510.1	1368	1169	695	59.2984
rna-NM_001180059.1	198	15.9266	64	400.802
rna-NM_001178511.3	1758	1559	60	3.83865
rna-NM_001178512.3	552	353	127	35.8841
rna-NM_001178513.1	834	635	434	68.1693
rna-NM_001178514.1	1359	1160	136	11.6937
rna-NM_001178515.3	423	224	174	77.4772
rna-NM_001178516.3	1242	1043	129	12.3361
rna-NM_001178517.1	2082	1883	11156	590.923
rna-NM_001178518.1	1743	1544	319	20.6071
rna-NM_001178519.3	621	422	105	24.817
rna-NM_001178520.3	2223	2024	842	41.493
rna-NM_001178521.1	447	248	2229	896.461
rna-NM_001178523.1	948	749	11	1.46482
rna-NM_001178524.3	939	740	60	8.08709
rna-NM_001178525.3	1356	1157	7447	641.979
rna-NM_001178527.1	2568	2369	1150	48.4179
rna-NM_001178528.1	1719	1520	37	2.4279
rna-NM_001178529.3	711	512	1909.41	371.966
rna-NM_001178530.3	1359	1160	54	4.64311
rna-NM_001184586.1	195	14.9308	0	0
rna-NM_001178531.1	951	752	105	13.9266
rna-NM_001178532.3	1572	1373	12	0.871733
rna-NM_001178533.3	837	638	40	6.25334
rna-NM_001178534.1	1695	1496	53	3.5336
rna-NM_001178535.1	843	644	33	5.11094
rna-NM_001178536.3	423	224	99	44.0819
rna-NM_001178537.3	588	389	518.89	133.045
rna-NM_001178539.1	483	284	767.059	269.391
rna-NM_001178540.1	1134	935	52	5.54708
rna-NM_001178541.3	672	473	414	87.2996
rna-NM_001178542.3	372	173	32	18.4492
rna-NM_001178543.1	1269	1070	17	1.58467
rna-NM_001178544.1	1665	1466	13418	912.907
rna-NM_001184541.3	150	7.01018	0	0
rna-NM_001184643.3	105	4.43819	0	0
rna-NM_001178545.1	654	455	132	28.9358
rna-NM_001178546.1	2397	2198	324	14.7025
rna-NM_001178547.3	1395	1196	1268	105.745
rna-NM_001178548.3	1656	1457	305	20.8792
rna-NM_001184542.1	165	8.64817	0	0
rna-NM_001178549.1	636	437	74	16.8897
rna-NM_001184676.3	204	18.2087	15	82.1647
rna-NM_001178550.4	2538	2339	243	10.3621
rna-NM_001178551.2	2775	2576	532	20.5986
rna-NM_001178552.2	1128	929	831	89.2192
rna-NM_001178553.3	1215	1016	337	33.0833
rna-NM_001178555.4	1398	1199	844	70.2095
rna-NM_001178556.1	5508	5309	451	8.47299
rna-NM_001348891.1	318	119	1	0.838158
rna-YNCB0017C	72	3.52559	0	0
rna-YNCB0018W	72	3.52559	0	0
rna-NM_001178558.1	429	230	161	69.8186
rna-NM_001178559.3	975	776	63	8.09751
rna-NM_001178560.3	2019	1820	3187	174.656
rna-NM_001178561.1	825	626	56	8.9225
rna-NM_001178562.1	1584	1385	4381	315.498
rna-NM_001178563.3	1878	1679	315	18.7125
rna-NM_001178564.3	2025	1826	188	10.269
rna-NM_001178565.1	561	362	118	32.5122
rna-NM_001178566.1	3543	3344	1062.68	31.6964
rna-NM_001178567.3	384	185	1.93301	1.04216
rna-NM_001178568.3	1683	1484	134.067	9.01075
rna-NM_001178569.1	1101	902	3976	439.656
rna-NM_001184644.1	105	4.43819	0	0
rna-NM_001178570.3	1632	1433	2100	146.166
rna-NM_001178571.3	1635	1436	222	15.4195
rna-NM_001178573.1	2703	2504	583	23.2224
rna-NM_001178575.1	1563	1364	106	7.75112
rna-NM_001178576.3	915	716	180	25.0745
rna-NM_001178577.3	2865	2666	186	6.95866
rna-NM_001178578.1	405	206	4615	2234.48
rna-NM_001184673.1	201	17.0167	66	386.85
rna-NR_132154.1	1175	976	175	17.8839
rna-NM_001178579.3	912	713	91	12.7299
rna-NM_001178581.3	1242	1043	12	1.14755
rna-NM_001184461.1	285	86.0009	22	25.5148
rna-NM_001178582.1	1155	956	1196	124.78
rna-NM_001178583.3	3363	3164	505	15.9194
rna-NM_001178584.3	1311	1112	256	22.9619
rna-NM_001178585.1	2550	2351	575	24.3943
rna-NM_001178586.1	2196	1997	5	0.249727
rna-NM_001178587.3	1590	1391	59	4.23056
rna-NM_001178588.3	1353	1154	41	3.54365
rna-NM_001178589.1	1467	1268	2181	171.557
rna-NM_001178590.1	717	518	352	67.7775
rna-NM_001178591.3	1347	1148	81	7.03746
rna-NM_001178592.3	489	290	22	7.56654
rna-NM_001178593.1	3390	3191	208	6.50144
rna-NM_001178594.1	1164	965	215	22.222
rna-NM_001178595.3	1452	1253	152	12.0994
rna-NM_001178596.3	1659	1460	65	4.44052
rna-NM_001178597.1	1113	914	414	45.178
rna-NM_001178598.1	1572	1373	19	1.38024
rna-NM_001178599.3	924	725	139	19.1227
rna-NM_001178600.3	444	245	4	1.62842
rna-NM_001178601.1	366	167	110	65.6975
rna-NM_001178602.1	528	329	30	9.09491
rna-NM_001178603.3	2085	1886	472	24.9616
rna-NM_001184510.3	363	164	371	225.633
rna-NM_001178604.1	717	518	700	134.785
rna-NM_001178605.1	840	641	155	24.1183
rna-NM_001178606.3	429	230	38	16.4789
rna-NM_001178607.3	2067	1868	92	4.91229
rna-NM_001178608.1	2001	1802	255	14.1143
rna-NM_001178609.1	699	500	56	11.171
rna-NM_001178610.3	321	122	250	204.387
rna-NM_001178611.3	1473	1274	1536	120.253
rna-NM_001178612.1	600	401	168	41.7867
rna-NM_001178613.2	963	764	620	80.9415
rna-NM_001178615.4	1182	983	180.689	18.3337
rna-NM_001395042.1	453	254	2.31139	0.907636
rna-NM_001178616.3	318	119	119	99.7408
rna-NM_001178617.1	417	218	3366	1540.03
rna-NM_001178618.2	1638	1439	168	11.6445
rna-NM_001178619.3	1260	1061	122	11.4688
rna-NM_001178620.3	1443	1244	501	40.1689
rna-NM_001178621.1	1311	1112	1298	116.424
rna-NM_001178622.1	1584	1385	343	24.7012
rna-NM_001178623.4	5751	5552	92	1.65277
rna-NM_001178624.3	2424	2225	575	25.7757
rna-NM_001178626.1	606	407	189	46.317
rna-NM_001178627.1	1338	1139	695	60.8603
rna-NM_001178628.3	1914	1715	2595	150.92
rna-NM_001178629.3	2637	2438	146	5.97299
rna-NM_001178630.1	441	242	107	44.1003
rna-NM_001178631.1	1473	1274	603	47.2086
rna-NM_001178632.3	2394	2195	53	2.40832
rna-NM_001178633.4	435	236	119	50.293
rna-NM_001178634.1	1614	1415	8465	596.683
rna-NM_001178635.1	1284	1085	4717	433.62
rna-NM_001178636.4	1452	1253	64	5.0945
rna-NM_001178637.4	2718	2519	289.459	11.4612
rna-NM_001178638.1	966	767	1437	186.868
rna-NM_001178639.1	900	701	37	5.26449
rna-NM_001348892.1	372	173	2	1.15307
rna-NM_001178641.3	1425	1226	162	13.1795
rna-NM_001178642.3	2580	2381	115	4.81738
rna-NM_001178643.2	3651	3452	383	11.0663
rna-NM_001178644.1	1725	1526	11562	755.703
rna-NM_001184587.3	120	5.05223	0	0
rna-NM_001178645.3	1407	1208	710.708	58.681
rna-NM_001178646.1	1845	1646	58596	3550.68
rna-NM_001184588.1	222	27.8721	0	0
rna-NM_001178647.3	1755	1556	51199.5	3281.93
rna-NM_001178649.3	363	164	24.9508	15.1744
rna-NM_001178650.1	1140	941	619.209	65.6328
rna-YCL075W	441	242	0	0
rna-YCL074W	927	728	1	0.137007
rna-NM_001178711.1	1848	1649	0	0
rna-NM_001178710.1	1377	1178	0	0
rna-NM_001178709.1	783	584	0	0
rna-NM_001178708.1	633	434	786.128	180.666
rna-NM_001178707.1	528	329	0.5	0.151582
rna-NM_001178706.1	1083	884	3423	386.214
rna-NM_001178705.1	1272	1073	64	5.94913
rna-NM_001178704.1	3291	3092	101	3.25803
rna-NM_001178703.1	951	752	228	30.2406
rna-NM_001178702.1	459	260	70	26.8533
rna-NM_001184528.1	342	143	0	0
rna-NM_001184448.1	294	95.0001	577	605.793
rna-NM_001178701.1	2139	1940	448	23.0329
rna-NM_001178700.1	435	236	353	149.189
rna-NM_001178699.1	1008	809	183	22.5619
rna-NM_001305014.1	87	3.88332	0	0
rna-NM_001178698.1	2526	2327	119	5.10063
rna-NM_001178697.1	1251	1052	1709	162.031
rna-NM_001178696.1	1752	1553	447	28.7084
rna-NM_001178695.1	966	767	782	101.691
rna-NM_001178694.1	939	740	355	47.8486
rna-NM_001184678.1	240	42.049	14	33.2082
rna-NM_001178693.1	1392	1193	53	4.43107
rna-NM_001178692.1	777	578	20	3.45124
rna-NM_001178690.1	2283	2084	363	17.3733
rna-NM_001178689.1	1254	1055	185	17.4901
rna-NM_001178688.1	1569	1370	3159	229.986
rna-NM_001178687.1	360	161	127	78.6775
rna-NM_001178685.1	1503	1304	15643	1196.51
rna-NM_001178684.1	2238	2039	542	26.5128
rna-NM_001178683.1	1587	1388	587	42.1814
rna-NM_001178682.1	1305	1106	16	1.4429
rna-NM_001178681.1	1701	1502	23	1.52732
rna-NM_001178680.1	333	134	3761	2799.44
rna-NM_001178679.1	1065	866	1275	146.847
rna-NM_001178678.1	507	308	833	269.754
rna-NM_001178677.1	1041	842	485	57.4517
rna-NM_001178676.1	894	695	510	73.1911
