target_id	length	eff_length	est_counts	tpm
rna-NM_001178352.2	1302	1103	300	31.1129
rna-NM_001178353.1	642	443	186	48.029
rna-NM_001178354.1	1494	1295	77	6.80167
rna-NM_001178355.2	2211	2012	160	9.09676
rna-NM_001178356.1	1647	1448	165	13.035
rna-NM_001178357.1	312	113	1458.38	1476.34
rna-NM_001178358.1	411	212	3674.66	1982.79
rna-NM_001178359.1	864	665	2861	492.142
rna-NM_001180055.1	1323	1124	2.5091e-08	2.55357e-09
rna-NM_001180056.2	5272	5073	53.7326	1.21162
rna-NM_001178361.1	390	191	28	16.7695
rna-YNCB0007W	73	3.5471	0	0
rna-NM_001178362.1	612	413	407	112.73
rna-NM_001178363.1	1794	1595	704	50.4901
rna-NM_001178364.1	387	188	233	141.773
rna-NM_001178365.1	2757	2558	1010	45.1664
rna-NM_001178366.1	1101	902	7	0.887741
rna-NM_001178367.1	2100	1901	14.6492	0.881508
rna-NR_172474.1	3841	3642	92.6671	2.91059
rna-NM_001178368.1	1587	1388	89.6837	7.39126
rna-NM_001178369.1	1902	1703	1547	103.913
rna-NM_001178370.1	534	335	86	29.3662
rna-NM_001178371.1	3498	3299	450	15.6036
rna-NM_001178372.1	906	707	61	9.86973
rna-NM_001178373.1	1185	986	4779	554.44
rna-NM_001178374.1	1143	944	326	39.5039
rna-NM_001346795.1	333	134	0	0
rna-NM_001178376.1	1578	1379	419	34.7572
rna-NM_001178377.1	1374	1175	577	56.1736
rna-NM_001178378.1	1659	1460	373	29.2247
rna-NM_001178379.1	1089	890	11652.6	1497.7
rna-NM_001346796.1	303	104	7	7.69944
rna-NM_001178381.1	2760	2561	170	7.59336
rna-NM_001178382.1	1047	848	1399	188.719
rna-NM_001178383.1	687	488	423	99.1551
rna-NR_132152.1	161	8.14747	0	0
rna-NR_132153.1	1301	1102	184	19.0999
rna-NM_001178384.1	1233	1034	617	68.2589
rna-NM_001178385.1	888	689	65	10.7917
rna-NM_001178386.1	2892	2693	56	2.37874
rna-NM_001178387.1	936	737	623	96.6975
rna-NM_001178388.1	897	698	0	0
rna-NM_001178389.1	2010	1811	205	12.9488
rna-NM_001178390.1	1194	995	112	12.8763
rna-NM_001178391.2	2070	1871	357	21.8268
rna-NM_001178392.2	1719	1520	123	9.2567
rna-YNCB0011C	74	3.56892	0	0
rna-NM_001178393.2	1920	1721	45	2.99107
rna-NM_001178394.1	1005	806	264	37.4683
rna-NM_001178395.1	528	329	85	29.5541
rna-NM_001178396.1	471	272	5908.24	2484.76
rna-NM_001178397.1	2433	2234	236	12.0844
rna-NM_001178398.1	1017	818	92	12.8656
rna-NM_001178400.1	633	434	82	21.6132
rna-NM_001178401.1	1077	878	117	15.2435
rna-NM_001178402.1	1035	836	2249	307.736
rna-NM_001178403.1	2700	2501	338	15.4596
rna-YNCB0012W	84	3.8053	0	0
rna-NM_001178404.1	1506	1307	148	12.9533
rna-YNCB0013W	72	3.52559	0	0
rna-NM_001270739.1	201	17.0167	16	107.557
rna-NM_001178405.1	1101	902	305	38.6801
rna-NM_001178406.1	2346	2147	383	20.4062
rna-NM_001184442.3	243	44.7603	91	232.564
rna-NM_001178407.1	3327	3128	189	6.91178
rna-NM_001178408.1	1863	1664	308	21.1735
rna-NM_001178409.3	933	734	769	119.846
rna-NM_001178410.1	543	344	152	50.5452
rna-NM_001178411.1	1215	1016	530	59.6729
rna-NM_001178413.3	1095	896	306	39.0668
rna-NM_001178414.1	663	464	82	20.2158
rna-NM_001178415.1	633	434	482	127.043
rna-NM_001178416.4	1830	1631	3126	219.245
rna-NM_001178417.1	1860	1661	253.269	17.4424
rna-NR_172475.1	2024	1825	380.731	23.8644
rna-NM_001178418.1	714	515	14	3.10968
rna-NM_001178419.3	636	437	67	17.5383
rna-NM_001178420.1	645	446	2052	526.305
rna-NM_001184540.1	162	8.26769	0	0
rna-NM_001178421.4	2877	2678	16	0.683446
rna-NM_001178422.2	2931	2732	463	19.3863
rna-NM_001178424.2	1065	866	7	0.924645
rna-NM_001178425.3	489	290	93	36.6842
rna-NM_001178426.2	1290	1091	1879	197.014
rna-NM_001178427.1	2895	2696	2483	105.354
rna-NM_001178428.3	2277	2078	313	17.2303
rna-NM_001178429.1	3999	3800	300	9.03093
rna-YNCB0015W	72	3.52559	0	0
rna-YNCB0016W	72	3.52559	0	0
rna-NM_001178430.1	447	248	1413	651.756
rna-NM_001178431.3	1461	1262	86	7.79532
rna-NM_001178432.1	2928	2729	1438	60.2768
rna-NM_001180057.1	570	371	8970.84	2766.01
rna-NM_001178433.3	924	725	10	1.57782
rna-NM_001184443.1	258	59.1108	335	648.295
rna-NM_001178434.1	2841	2642	358	15.5005
rna-NM_001178435.3	1065	866	112	14.7943
rna-NM_001178436.1	777	578	56	11.0829
rna-NM_001180058.2	300	101	60	67.9555
rna-NM_001178438.4	369	170	15	10.0934
rna-NM_001178439.1	330	131	79	68.9843
rna-NM_001178440.1	1404	1205	82.0749	7.79145
rna-NM_001178441.3	1404	1205	43.4705	4.12669
rna-NM_001178442.2	2262	2063	92	5.10133
rna-NM_001178443.1	1293	1094	269	28.1274
rna-NM_001178444.3	693	494	204	47.2387
rna-NM_001178445.2	4365	4166	53	1.4553
rna-NM_001178446.1	2076	1877	51	3.10814
rna-NM_001178449.3	873	674	795	134.928
rna-NM_001178450.1	2262	2063	164	9.09367
rna-NM_001178451.1	1608	1409	170	13.8017
rna-NM_001178452.3	990	791	472	68.259
rna-NM_001178453.1	1089	890	3728	479.16
rna-NM_001178454.1	567	368	2376	738.573
rna-NM_001178455.3	738	539	94	19.9496
rna-NM_001178456.2	2844	2645	128	5.53578
rna-NM_001178457.1	444	245	621	289.948
rna-NM_001178458.3	1350	1151	136	13.5163
rna-NM_001178459.1	696	497	232	53.3982
rna-NM_001184520.1	291	92.0002	97	120.608
rna-NM_001178460.3	2901	2702	398.963	16.8905
rna-NM_001178462.1	2373	2174	967	50.8817
rna-NM_001178463.1	4179	3980	542	15.578
rna-NM_001178465.3	2046	1847	170	10.5287
rna-NM_001178466.1	1377	1178	103435	10044.3
rna-NM_001178467.1	897	698	361	59.1625
rna-NM_001178468.3	489	290	84	33.1342
rna-NM_001178469.2	2004	1805	2756	174.661
rna-NM_001178470.1	534	335	283	96.6354
rna-NM_001178471.3	1950	1751	144	9.40743
rna-NM_001178473.1	1182	983	121	14.0808
rna-NM_001178474.1	1488	1289	235	20.855
rna-NM_001270740.1	207	19.5103	108	633.22
rna-NM_001178475.3	1554	1355	2371	200.164
rna-NM_001178476.1	1035	836	32	4.37863
rna-NM_001178477.1	987	788	196	28.4528
rna-NM_001178478.3	1278	1079	281	29.7906
rna-NM_001178479.3	2115	1916	131	7.82115
rna-NM_001178480.1	1791	1592	29	2.08377
rna-NM_001178481.1	2484	2285	265	13.2664
rna-NM_001178483.3	453	254	198	89.1715
rna-NM_001178484.3	7107	6908	60	0.993559
rna-NM_001178485.2	540	341	110	36.9006
rna-NM_001178486.2	1575	1376	15	1.247
rna-NM_001178487.3	1527	1328	76	6.54652
rna-NM_001178488.3	9279	9080	184	2.31807
rna-NM_001178489.2	1014	815	285	40.002
rna-NM_001178490.1	2322	2123	1079	58.1388
rna-NM_001178491.3	1314	1115	3593	368.618
rna-NM_001348890.1	315	116	0	0
rna-NM_001178493.3	1056	857	55	7.34136
rna-NM_001178494.1	837	638	248	44.4658
rna-NM_001178495.1	891	692	22	3.63673
rna-NM_001178496.3	1830	1631	10	0.70136
rna-NM_001178497.3	1035	836	302	41.3233
rna-NM_001178498.1	3285	3086	90.4862	3.35414
rna-NM_001178499.1	951	752	251	38.1813
rna-NM_001178500.3	876	677	107	18.0796
rna-NM_001178501.3	735	536	212	45.2445
rna-NM_001178502.1	648	449	1627	414.511
rna-NM_001178503.1	1158	959	760	90.6546
rna-NM_001178504.3	2097	1898	76	4.58049
rna-NM_001178505.3	768	569	8	1.60832
rna-NM_001178506.1	1650	1451	68	5.36088
rna-NM_001178507.1	1044	845	356	48.1934
rna-NM_001178508.3	897	698	450	73.7483
rna-NM_001178509.3	1131	932	376	46.1495
rna-NM_001178510.1	1368	1169	1109	108.52
rna-NM_001180059.1	198	15.9266	107	768.521
rna-NM_001178511.3	1758	1559	319	23.4066
rna-NM_001178512.3	552	353	386	125.086
rna-NM_001178513.1	834	635	272	48.9993
rna-NM_001178514.1	1359	1160	346	34.1203
rna-NM_001178515.3	423	224	163	83.2404
rna-NM_001178516.3	1242	1043	96	10.5289
rna-NM_001178517.1	2082	1883	432	26.2439
rna-NM_001178518.1	1743	1544	207	15.3362
rna-NM_001178519.3	621	422	531	143.938
rna-NM_001178520.3	2223	2024	1073	60.6434
rna-NM_001178521.1	447	248	498	229.706
rna-NM_001178523.1	948	749	191	29.1707
rna-NM_001178524.3	939	740	174	26.8975
rna-NM_001178525.3	1356	1157	862	85.2253
rna-NM_001178527.1	2568	2369	268	12.9409
rna-NM_001178528.1	1719	1520	28	2.10722
rna-NM_001178529.3	711	512	19240.8	4298.81
rna-NM_001178530.3	1359	1160	137	13.5101
rna-NM_001184586.1	195	14.9308	2	15.3229
rna-NM_001178531.1	951	752	265	40.3109
rna-NM_001178532.3	1572	1373	20	1.6663
rna-NM_001178533.3	837	638	128	22.9501
rna-NM_001178534.1	1695	1496	47	3.59386
rna-NM_001178535.1	843	644	1563	277.631
rna-NM_001178536.3	423	224	79	40.3435
rna-NM_001178537.3	588	389	11519.8	3387.59
rna-NM_001178539.1	483	284	8524.57	3433.59
rna-NM_001178540.1	1134	935	339	41.4747
rna-NM_001178541.3	672	473	161	38.9367
rna-NM_001178542.3	372	173	45	29.7551
rna-NM_001178543.1	1269	1070	397	42.4425
rna-NM_001178544.1	1665	1466	3537	275.992
rna-NM_001184541.3	150	7.01018	0	0
rna-NM_001184643.3	105	4.43819	0	0
rna-NM_001178545.1	654	455	59	14.8332
rna-NM_001178546.1	2397	2198	656	34.1406
rna-NM_001178547.3	1395	1196	500	47.8226
rna-NM_001178548.3	1656	1457	253	19.8635
rna-NM_001184542.1	165	8.64817	0	0
rna-NM_001178549.1	636	437	14	3.66472
rna-NM_001184676.3	204	18.2087	0	0
rna-NM_001178550.4	2538	2339	123	6.01547
rna-NM_001178551.2	2775	2576	48	2.13152
rna-NM_001178552.2	1128	929	54	6.64925
rna-NM_001178553.3	1215	1016	175	19.7033
rna-NM_001178555.4	1398	1199	239	22.802
rna-NM_001178556.1	5508	5309	56	1.20662
rna-NM_001348891.1	318	119	3	2.88383
rna-YNCB0017C	72	3.52559	0	0
rna-YNCB0018W	72	3.52559	0	0
rna-NM_001178558.1	429	230	98	48.7408
rna-NM_001178559.3	975	776	101	14.8886
rna-NM_001178560.3	2019	1820	205	12.8848
rna-NM_001178561.1	825	626	68	12.4259
rna-NM_001178562.1	1584	1385	118	9.74601
rna-NM_001178563.3	1878	1679	274	18.6679
rna-NM_001178564.3	2025	1826	133	8.33193
rna-NM_001178565.1	561	362	66	20.856
rna-NM_001178566.1	3543	3344	814.418	27.8597
rna-NM_001178567.3	384	185	14.0433	8.68346
rna-NM_001178568.3	1683	1484	166.957	12.8696
rna-NM_001178569.1	1101	902	542	68.7365
rna-NM_001184644.1	105	4.43819	0	0
rna-NM_001178570.3	1632	1433	694	55.3998
rna-NM_001178571.3	1635	1436	32	2.54912
rna-NM_001178573.1	2703	2504	122	5.5734
rna-NM_001178575.1	1563	1364	212	17.7794
rna-NM_001178576.3	915	716	143	22.8464
rna-NM_001178577.3	2865	2666	124	5.32055
rna-NM_001178578.1	405	206	310	172.143
rna-NM_001184673.1	201	17.0167	2	13.4447
rna-NR_132154.1	1175	976	56	6.56346
rna-NM_001178579.3	912	713	208	33.3709
rna-NM_001178581.3	1242	1043	69	7.56762
rna-NM_001184461.1	285	86.0009	40	53.2049
rna-NM_001178582.1	1155	956	374	44.7516
rna-NM_001178583.3	3363	3164	181	6.5439
rna-NM_001178584.3	1311	1112	269	27.6721
rna-NM_001178585.1	2550	2351	341	16.5919
rna-NM_001178586.1	2196	1997	435	24.9176
rna-NM_001178587.3	1590	1391	231	18.9968
rna-NM_001178588.3	1353	1154	27	2.67641
rna-NM_001178589.1	1467	1268	106	9.56272
rna-NM_001178590.1	717	518	577	127.421
rna-NM_001178591.3	1347	1148	125	12.4555
rna-NM_001178592.3	489	290	70	27.6118
rna-NM_001178593.1	3390	3191	281	10.0734
rna-NM_001178594.1	1164	965	322	38.1701
rna-NM_001178595.3	1452	1253	1631	148.901
rna-NM_001178596.3	1659	1460	462	36.1979
rna-NM_001178597.1	1113	914	1232	154.191
rna-NM_001178598.1	1572	1373	9	0.749837
rna-NM_001178599.3	924	725	146	23.0361
rna-NM_001178600.3	444	245	110	51.3596
rna-NM_001178601.1	366	167	133	91.1024
rna-NM_001178602.1	528	329	92	31.988
rna-NM_001178603.3	2085	1886	131	7.94556
rna-NM_001184510.3	363	164	46	32.0855
rna-NM_001178604.1	717	518	426	94.0751
rna-NM_001178605.1	840	641	274	48.8976
rna-NM_001178606.3	429	230	37	18.4021
rna-NM_001178607.3	2067	1868	168	10.2879
rna-NM_001178608.1	2001	1802	195	12.3787
rna-NM_001178609.1	699	500	369	84.4211
rna-NM_001178610.3	321	122	120	112.516
rna-NM_001178611.3	1473	1274	859	77.1291
rna-NM_001178612.1	600	401	124	35.373
rna-NM_001178613.2	963	764	486	72.7675
rna-NM_001178615.4	1182	983	2030.54	236.294
rna-NM_001395042.1	453	254	0.463682	0.208824
rna-NM_001178616.3	318	119	77	74.0182
rna-NM_001178617.1	417	218	152	79.7594
rna-NM_001178618.2	1638	1439	190	15.1038
rna-NM_001178619.3	1260	1061	458	49.3793
rna-NM_001178620.3	1443	1244	109	10.0231
rna-NM_001178621.1	1311	1112	217	22.3228
rna-NM_001178622.1	1584	1385	161	13.2975
rna-NM_001178623.4	5751	5552	53	1.092
rna-NM_001178624.3	2424	2225	302	15.5264
rna-NM_001178626.1	606	407	70	19.6743
rna-NM_001178627.1	1338	1139	699	70.2018
rna-NM_001178628.3	1914	1715	86	5.73626
rna-NM_001178629.3	2637	2438	279	13.0908
rna-NM_001178630.1	441	242	108	51.0509
rna-NM_001178631.1	1473	1274	1230	110.441
rna-NM_001178632.3	2394	2195	23	1.19864
rna-NM_001178633.4	435	236	9	4.3624
rna-NM_001178634.1	1614	1415	1097	88.6839
rna-NM_001178635.1	1284	1085	633	66.7373
rna-NM_001178636.4	1452	1253	207	18.8979
rna-NM_001178637.4	2718	2519	142	6.44844
rna-NM_001178638.1	966	767	560	83.5194
rna-NM_001178639.1	900	701	214	34.9213
rna-NM_001348892.1	372	173	2	1.32245
rna-NM_001178641.3	1425	1226	111	10.3568
rna-NM_001178642.3	2580	2381	135	6.48588
rna-NM_001178643.2	3651	3452	116	3.84399
rna-NM_001178644.1	1725	1526	148	11.0943
rna-NM_001184587.3	120	5.05223	0	0
rna-NM_001178645.3	1407	1208	154.882	14.6666
rna-NM_001178646.1	1845	1646	1081	75.126
rna-NM_001184588.1	222	27.8721	0	0
rna-NM_001178647.3	1755	1556	1577.58	115.978
rna-NM_001178649.3	363	164	2.57129	1.7935
rna-NM_001178650.1	1140	941	134.876	16.3961
rna-YCL075W	441	242	0	0
rna-YCL074W	927	728	0	0
rna-NM_001178711.1	1848	1649	0	0
rna-NM_001178710.1	1377	1178	0	0
rna-NM_001178709.1	783	584	0	0
rna-NM_001178708.1	633	434	364.051	95.955
rna-NM_001178707.1	528	329	3	1.04309
rna-NM_001178706.1	1083	884	177	22.9042
rna-NM_001178705.1	1272	1073	145	15.4583
rna-NM_001178704.1	3291	3092	23	0.850909
rna-NM_001178703.1	951	752	1322	201.098
rna-NM_001178702.1	459	260	520	228.783
rna-NM_001184528.1	342	143	69	55.196
rna-NM_001184448.1	294	95.0001	260	313.072
rna-NM_001178701.1	2139	1940	158	9.31644
rna-NM_001178700.1	435	236	78	37.8074
rna-NM_001178699.1	1008	809	123	17.3921
rna-NM_001305014.1	87	3.88332	0	0
rna-NM_001178698.1	2526	2327	1753	86.1748
rna-NM_001178697.1	1251	1052	245	26.6407
rna-NM_001178696.1	1752	1553	261	19.2249
rna-NM_001178695.1	966	767	588	87.6954
rna-NM_001178694.1	939	740	244	37.7184
rna-NM_001184678.1	240	42.049	0	0
rna-NM_001178693.1	1392	1193	5	0.479429
rna-NM_001178692.1	777	578	208	41.1652
rna-NM_001178690.1	2283	2084	578	31.7267
rna-NM_001178689.1	1254	1055	211	22.8783
rna-NM_001178688.1	1569	1370	1043	87.088
rna-NM_001178687.1	360	161	7	4.97355
rna-NM_001178685.1	1503	1304	669	58.6872
rna-NM_001178684.1	2238	2039	103	5.77849
rna-NM_001178683.1	1587	1388	66	5.43938
rna-NM_001178682.1	1305	1106	63	6.51598
rna-NM_001178681.1	1701	1502	934	71.1331
rna-NM_001178680.1	333	134	409	349.151
rna-NM_001178679.1	1065	866	354	46.7606
rna-NM_001178678.1	507	308	68	25.2553
rna-NM_001178677.1	1041	842	153	20.7861
rna-NM_001178676.1	894	695	1381	227.302
rna-NM_001178675.1	2400	2201	1058	54.987
rna-NM_001178674.1	1323	1124	175	17.8101
