target_id	length	eff_length	est_counts	tpm
rna-NM_001178235.1	300	101	4.8	4.22349
rna-NM_001180045.1	612	413	38	8.17684
rna-NM_001178236.1	486	287	493.216	152.724
rna-NM_001178239.1	1404	1205	321.222	23.6903
rna-NM_001180054.1	2379	2180	1403.87	57.23
rna-NM_001180053.1	318	119	40.8912	30.5376
rna-NM_001180052.1	2004	1805	69.3852	3.41618
rna-NM_001184458.1	129	5.5143	0	0
rna-YNCB0001W	84	3.8053	0	0
rna-NM_001178347.1	591	392	290	65.7451
rna-NM_001178346.2	3033	2834	181	5.67584
rna-NM_001178345.2	3456	3257	1414	38.5819
rna-NM_001178344.1	3117	2918	326	9.92851
rna-NM_001178343.1	1461	1262	287	20.2104
rna-NM_001178342.1	648	449	631	124.892
rna-NM_001178341.1	3354	3155	499	14.0557
rna-NM_001184585.1	120	5.05223	0	0
rna-NM_001180049.1	1317	1118	0	0
rna-NM_001180050.2	5314	5115	70.8916	1.23169
rna-YNCB0002W	73	3.5471	0	0
rna-NM_001178339.2	1638	1439	15381	949.895
rna-NM_001178338.1	1383	1184	259	19.4402
rna-NM_001178337.2	2265	2066	75	3.22614
rna-NM_001178335.1	813	614	546	79.0271
rna-NM_001178333.1	663	464	199	38.1142
rna-NM_001178332.1	393	194	3073	1407.71
rna-NM_001184321.1	528	329	159	42.949
rna-NM_001178331.2	1266	1067	2043	170.159
rna-NM_001178330.1	534	335	688	182.514
rna-NM_001178329.1	1380	1181	77	5.79419
rna-NM_001178328.2	8364	8165	400	4.35367
rna-NM_001178327.1	414	215	746.783	308.68
rna-NM_001178326.1	1401	1202	556	41.1076
rna-NM_001178325.1	2943	2744	327	10.5905
rna-NM_001178324.2	2277	2078	339.232	14.5079
rna-NM_001178322.1	1377	1178	414	31.2325
rna-NM_001178321.1	1107	908	52.8693	5.17451
rna-NM_001178320.2	1626	1427	134	8.34512
rna-NM_001178319.1	4509	4310	411	8.47454
rna-NM_001178318.1	354	155	1575	903.027
rna-NM_001178316.1	3219	3020	899	26.4548
rna-NM_001178315.1	1950	1751	2808	142.516
rna-NM_001178314.1	1068	869	77	7.87449
rna-NR_132151.1	88	3.91013	0	0
rna-NM_001178312.1	603	404	7671.36	1687.5
rna-NM_001184584.1	99	4.23477	0	0
rna-NM_001184454.1	249	50.3754	73	128.782
rna-NM_001346794.1	309	110	43	34.7398
rna-NM_001178309.1	1290	1091	169	13.7662
rna-NM_001178308.2	981	782	412	46.8212
rna-NM_001178307.2	2244	2045	612	26.5956
rna-NM_001178306.1	3447	3248	745	20.3841
rna-NM_001178304.1	786	587	6042	914.733
rna-NM_001178303.1	3336	3137	109	3.0879
rna-NM_001178301.1	2091	1892	165	7.75023
rna-NM_001178300.1	2064	1865	170	8.10069
rna-NM_001184440.1	330	131	338	229.296
rna-NM_001178299.1	582	383	95	22.0433
rna-NM_001178298.1	1272	1073	2228	184.53
rna-NM_001178297.2	627	428	294	61.0457
rna-NM_001178296.2	1407	1208	1104	81.2183
rna-NM_001178295.1	1257	1058	253	21.2514
rna-NM_001178294.1	1578	1379	158	10.1823
rna-NM_001178292.1	2496	2297	78	3.01776
rna-NM_001178291.1	2007	1808	734	36.0786
rna-NM_001178290.1	879	680	1446	188.978
rna-NM_001178289.1	417	218	330	134.527
rna-NM_001348869.1	312	113	28	22.0207
rna-NM_001178287.1	4146	3947	2042	45.977
rna-NM_001178286.1	1326	1127	262	20.6599
rna-NM_001178285.1	1374	1175	8220	621.707
rna-NM_001178284.1	369	170	0	0
rna-NM_001178283.1	774	575	138	21.3286
rna-NM_001178282.1	1920	1721	178	9.19159
rna-NM_001178281.1	726	527	2394	403.706
rna-NM_001178280.1	660	461	419	80.7727
rna-NM_001184527.1	180	11.1077	0	0
rna-NM_001178279.1	1740	1541	129	7.43942
rna-NM_001178278.1	699	500	572	101.666
rna-NM_001178277.1	3078	2879	282	8.70481
rna-NM_001178276.1	774	575	479	74.032
rna-NM_001178275.1	2118	1919	137	6.3445
rna-NM_001178274.1	4542	4343	139	2.84431
rna-NM_001178273.1	1038	839	644	68.2143
rna-NM_001178272.1	1146	947	233	21.8654
rna-NM_001178271.1	1017	818	22	2.39013
rna-NM_001178270.1	957	758	6343	743.665
rna-NM_001184457.1	285	86.0009	861	889.717
rna-NM_001178269.1	1131	932	300	28.606
rna-NM_001178268.1	321	122	41	29.8659
rna-NM_001178267.1	570	371	4380.33	1049.26
rna-NM_001178266.1	288	89.0004	246	245.637
rna-NM_001178265.1	438	239	54	20.0793
rna-NM_001178264.1	2055	1856	250	11.9705
rna-NM_001178263.1	2607	2408	297	10.961
rna-NM_001178262.1	3402	3203	1547	42.9225
rna-NM_001178261.1	435	236	93	35.0205
rna-NM_001178260.1	1725	1526	223	12.9868
rna-NM_001178259.1	1563	1364	323	21.0446
rna-NM_001178258.1	402	203	32	14.009
rna-NM_001178257.1	4740	4541	1224	23.9542
rna-NM_001178256.1	1062	863	28	2.88336
rna-NM_001178255.1	1581	1382	3452	221.98
rna-YNCB0004W	74	3.56892	0	0
rna-YNCB0005C	71	3.50437	0	0
rna-NM_001178254.2	2685	2486	147	5.25494
rna-NM_001178253.1	1206	1007	17	1.50028
rna-NM_001178251.1	2280	2081	234	9.99299
rna-NM_001178250.1	843	644	109	15.0415
rna-NM_001178249.1	2031	1832	244	11.8363
rna-NM_001184539.1	240	42.049	0	0
rna-NM_001178248.2	2523	2324	62	2.37087
rna-NM_001178247.1	3735	3536	1802	45.2892
rna-NM_001178246.1	543	344	409	105.661
rna-NM_001178245.1	2931	2732	171	5.56246
rna-NM_001180047.1	1323	1124	0	0
rna-NM_001180048.2	5269	5070	527.289	9.24256
rna-YNCB0006W	82	3.75521	0	0
rna-NM_001178244.1	7482	7283	313	3.81932
rna-NM_001178243.1	399	200	1925.15	855.435
rna-NM_001178242.1	396	197	1350	609.003
rna-NM_001178241.1	315	116	1136	870.306
rna-NM_001178349.1	2343	2144	394	16.3314
rna-NM_001178350.1	861	662	77	10.3368
rna-NM_001178351.1	1422	1223	182	13.225
rna-NM_001178352.2	1302	1103	588	47.3755
rna-NM_001178353.1	642	443	680	136.413
rna-NM_001178354.1	1494	1295	707	48.5178
rna-NM_001178355.2	2211	2012	109	4.81449
rna-NM_001178356.1	1647	1448	251	15.4048
rna-NM_001178357.1	312	113	2656.14	2088.93
rna-NM_001178358.1	411	212	4496.67	1884.98
rna-NM_001178359.1	864	665	5550	741.691
rna-NM_001180055.1	1323	1124	0	0
rna-NM_001180056.2	5272	5073	69.5259	1.21796
rna-NM_001178361.1	390	191	4	1.86114
rna-YNCB0007W	73	3.5471	0	0
rna-NM_001178362.1	612	413	347	74.6674
rna-NM_001178363.1	1794	1595	830	46.2455
rna-NM_001178364.1	387	188	829	391.876
rna-NM_001178365.1	2757	2558	597	20.7408
rna-NM_001178366.1	1101	902	10	0.985247
rna-NM_001178367.1	2100	1901	27.885	1.30359
rna-NR_172474.1	3841	3642	100.365	2.44903
rna-NM_001178368.1	1587	1388	4.74992	0.304123
rna-NM_001178369.1	1902	1703	67	3.49633
rna-NM_001178370.1	534	335	109	28.9157
rna-NM_001178371.1	3498	3299	181	4.87582
rna-NM_001178372.1	906	707	381	47.8914
rna-NM_001178373.1	1185	986	5619	506.447
rna-NM_001178374.1	1143	944	6752	635.641
rna-NM_001346795.1	333	134	2	1.32641
rna-NM_001178376.1	1578	1379	54	3.48002
rna-NM_001178377.1	1374	1175	1275	96.4326
rna-NM_001178378.1	1659	1460	186	11.3217
rna-NM_001178379.1	1089	890	7109.49	709.905
rna-NM_001346796.1	303	104	2	1.70902
rna-NM_001178381.1	2760	2561	234	8.12004
rna-NM_001178382.1	1047	848	115	12.0518
rna-NM_001178383.1	687	488	1518	276.442
rna-NR_132152.1	161	8.14747	0	0
rna-NR_132153.1	1301	1102	1368	110.32
rna-NM_001178384.1	1233	1034	2540	218.306
rna-NM_001178385.1	888	689	245	31.6008
rna-NM_001178386.1	2892	2693	564	18.6121
rna-NM_001178387.1	936	737	7919	954.893
rna-NM_001178388.1	897	698	1	0.12732
rna-NM_001178389.1	2010	1811	176	8.63666
rna-NM_001178390.1	1194	995	46	4.10853
rna-NM_001178391.2	2070	1871	417	19.8068
rna-NM_001178392.2	1719	1520	204	11.9272
rna-YNCB0011C	74	3.56892	0	0
rna-NM_001178393.2	1920	1721	213	10.9989
rna-NM_001178394.1	1005	806	2989	329.566
rna-NM_001178395.1	528	329	603	162.882
rna-NM_001178396.1	471	272	1802.12	588.797
rna-NM_001178397.1	2433	2234	624	24.8229
rna-NM_001178398.1	1017	818	2336	253.788
rna-NM_001178400.1	633	434	883	180.81
rna-NM_001178401.1	1077	878	2464	249.401
rna-NM_001178402.1	1035	836	4224	449.024
rna-NM_001178403.1	2700	2501	167	5.93409
rna-YNCB0012W	84	3.8053	0	0
rna-NM_001178404.1	1506	1307	2841	193.173
rna-YNCB0013W	72	3.52559	0	0
rna-NM_001270739.1	201	17.0167	163	851.266
rna-NM_001178405.1	1101	902	553	54.4842
rna-NM_001178406.1	2346	2147	974	40.3161
rna-NM_001184442.3	243	44.7603	179	355.395
rna-NM_001178407.1	3327	3128	1536	43.6391
rna-NM_001178408.1	1863	1664	249	13.2983
rna-NM_001178409.3	933	734	142	17.1927
rna-NM_001178410.1	543	344	718	185.489
rna-NM_001178411.1	1215	1016	93	8.13469
rna-NM_001178413.3	1095	896	103	10.216
rna-NM_001178414.1	663	464	282	54.0111
rna-NM_001178415.1	633	434	9103	1864
rna-NM_001178416.4	1830	1631	1909	104.017
rna-NM_001178417.1	1860	1661	145.801	7.80088
rna-NR_172475.1	2024	1825	118.199	5.75574
rna-NM_001178418.1	714	515	292	50.388
rna-NM_001178419.3	636	437	1090	221.665
rna-NM_001178420.1	645	446	57806	11518.3
rna-NM_001184540.1	162	8.26769	0	0
rna-NM_001178421.4	2877	2678	56	1.85836
rna-NM_001178422.2	2931	2732	225	7.31903
rna-NM_001178424.2	1065	866	103	10.5699
rna-NM_001178425.3	489	290	350	107.256
rna-NM_001178426.2	1290	1091	7234	589.258
rna-NM_001178427.1	2895	2696	1709	56.3344
rna-NM_001178428.3	2277	2078	444	18.9884
rna-NM_001178429.1	3999	3800	718	16.7916
rna-YNCB0015W	72	3.52559	0	0
rna-YNCB0016W	72	3.52559	0	0
rna-NM_001178430.1	447	248	2928	1049.23
rna-NM_001178431.3	1461	1262	217	15.281
rna-NM_001178432.1	2928	2729	579	18.855
rna-NM_001180057.1	570	371	3535.67	846.934
rna-NM_001178433.3	924	725	3	0.367735
rna-NM_001184443.1	258	59.1108	4044	6079.89
rna-NM_001178434.1	2841	2642	898	30.2061
rna-NM_001178435.3	1065	866	349	35.8145
rna-NM_001178436.1	777	578	380	58.4262
rna-NM_001180058.2	300	101	1082	952.045
rna-NM_001178438.4	369	170	289	151.078
rna-NM_001178439.1	330	131	34	23.0653
rna-NM_001178440.1	1404	1205	221.061	16.3033
rna-NM_001178441.3	1404	1205	194.579	14.3503
rna-NM_001178442.2	2262	2063	243	10.4679
rna-NM_001178443.1	1293	1094	397	32.2496
rna-NM_001178444.3	693	494	121	21.7676
rna-NM_001178445.2	4365	4166	266	5.67432
rna-NM_001178446.1	2076	1877	145	6.86524
rna-NM_001178449.3	873	674	13962	1840.94
rna-NM_001178450.1	2262	2063	281	12.1048
rna-NM_001178451.1	1608	1409	514	32.4193
rna-NM_001178452.3	990	791	186	20.8972
rna-NM_001178453.1	1089	890	215	21.4684
rna-NM_001178454.1	567	368	1069	258.156
rna-NM_001178455.3	738	539	56	9.23317
rna-NM_001178456.2	2844	2645	495	16.6315
rna-NM_001178457.1	444	245	1761	638.771
rna-NM_001178458.3	1350	1151	380	29.34
rna-NM_001178459.1	696	497	1282	229.236
rna-NM_001184520.1	291	92.0002	127	122.678
rna-NM_001178460.3	2901	2702	291.859	9.59929
rna-NM_001178462.1	2373	2174	134	5.47768
rna-NM_001178463.1	4179	3980	633	14.1342
rna-NM_001178465.3	2046	1847	1035	49.7995
rna-NM_001178466.1	1377	1178	108207	8163.26
rna-NM_001178467.1	897	698	432	55.0022
rna-NM_001178468.3	489	290	309	94.6918
rna-NM_001178469.2	2004	1805	3148	154.992
rna-NM_001178470.1	534	335	636	168.719
rna-NM_001178471.3	1950	1751	349	17.713
rna-NM_001178473.1	1182	983	304	27.4835
rna-NM_001178474.1	1488	1289	4869	335.69
rna-NM_001270740.1	207	19.5103	453	2063.41
rna-NM_001178475.3	1554	1355	5385	353.182
rna-NM_001178476.1	1035	836	222	23.5993
rna-NM_001178477.1	987	788	379	42.743
rna-NM_001178478.3	1278	1079	188	15.4842
rna-NM_001178479.3	2115	1916	34	1.57701
rna-NM_001178480.1	1791	1592	466	26.0132
rna-NM_001178481.1	2484	2285	156	6.06723
rna-NM_001178483.3	453	254	182	63.678
rna-NM_001178484.3	7107	6908	150	1.9297
rna-NM_001178485.2	540	341	818	213.182
rna-NM_001178486.2	1575	1376	254	16.4047
rna-NM_001178487.3	1527	1328	2135	142.873
rna-NM_001178488.3	9279	9080	1109	10.8542
rna-NM_001178489.2	1014	815	103	11.2313
rna-NM_001178490.1	2322	2123	201	8.41391
rna-NM_001178491.3	1314	1115	1712	136.452
rna-NM_001348890.1	315	116	0	0
rna-NM_001178493.3	1056	857	1064	110.335
rna-NM_001178494.1	837	638	765	106.56
rna-NM_001178495.1	891	692	294	37.7566
rna-NM_001178496.3	1830	1631	31	1.68912
rna-NM_001178497.3	1035	836	6470	687.78
rna-NM_001178498.1	3285	3086	369.388	10.6375
rna-NM_001178499.1	951	752	1342	158.594
rna-NM_001178500.3	876	677	70	9.18885
rna-NM_001178501.3	735	536	128	21.2225
rna-NM_001178502.1	648	449	425	84.119
rna-NM_001178503.1	1158	959	76	7.04282
rna-NM_001178504.3	2097	1898	182	8.52171
rna-NM_001178505.3	768	569	13	2.03041
rna-NM_001178506.1	1650	1451	160	9.79951
rna-NM_001178507.1	1044	845	538	56.5819
rna-NM_001178508.3	897	698	332	42.2702
rna-NM_001178509.3	1131	932	42	4.00484
rna-NM_001178510.1	1368	1169	1358	103.237
rna-NM_001180059.1	198	15.9266	81	451.975
rna-NM_001178511.3	1758	1559	60	3.42024
rna-NM_001178512.3	552	353	206	51.8614
rna-NM_001178513.1	834	635	322	45.0644
rna-NM_001178514.1	1359	1160	204	15.6287
rna-NM_001178515.3	423	224	135	53.5596
rna-NM_001178516.3	1242	1043	72	6.13479
rna-NM_001178517.1	2082	1883	12617	595.467
rna-NM_001178518.1	1743	1544	460	26.4766
rna-NM_001178519.3	621	422	189	39.8016
rna-NM_001178520.3	2223	2024	1055	46.3227
rna-NM_001178521.1	447	248	2076	743.922
rna-NM_001178523.1	948	749	8	0.949205
rna-NM_001178524.3	939	740	147	17.6538
rna-NM_001178525.3	1356	1157	8464	650.121
rna-NM_001178527.1	2568	2369	768	28.8103
rna-NM_001178528.1	1719	1520	30	1.754
rna-NM_001178529.3	711	512	5731.32	994.802
rna-NM_001178530.3	1359	1160	46	3.52413
rna-NM_001184586.1	195	14.9308	0	0
rna-NM_001178531.1	951	752	72	8.50876
rna-NM_001178532.3	1572	1373	29	1.87706
rna-NM_001178533.3	837	638	306	42.6238
rna-NM_001178534.1	1695	1496	49	2.91083
rna-NM_001178535.1	843	644	107	14.7655
rna-NM_001178536.3	423	224	125	49.5922
rna-NM_001178537.3	588	389	2389.37	545.866
rna-NM_001178539.1	483	284	2538.84	794.453
rna-NM_001178540.1	1134	935	68	6.46322
rna-NM_001178541.3	672	473	345	64.8201
rna-NM_001178542.3	372	173	43	22.0889
rna-NM_001178543.1	1269	1070	14	1.16278
rna-NM_001178544.1	1665	1466	7496	454.409
rna-NM_001184541.3	150	7.01018	0	0
rna-NM_001184643.3	105	4.43819	0	0
rna-NM_001178545.1	654	455	66	12.8909
rna-NM_001178546.1	2397	2198	416	16.8197
rna-NM_001178547.3	1395	1196	1415	105.142
rna-NM_001178548.3	1656	1457	321	19.5793
rna-NM_001184542.1	165	8.64817	0	0
rna-NM_001178549.1	636	437	176	35.7918
rna-NM_001184676.3	204	18.2087	7	34.1642
rna-NM_001178550.4	2538	2339	389	14.7799
rna-NM_001178551.2	2775	2576	451	15.559
rna-NM_001178552.2	1128	929	516	49.3612
rna-NM_001178553.3	1215	1016	579	50.645
rna-NM_001178555.4	1398	1199	1300	96.3554
rna-NM_001178556.1	5508	5309	594	9.94318
rna-NM_001348891.1	318	119	3	2.2404
rna-YNCB0017C	72	3.52559	0	0
rna-YNCB0018W	72	3.52559	0	0
rna-NM_001178558.1	429	230	114	44.0483
rna-NM_001178559.3	975	776	53	6.06968
rna-NM_001178560.3	2019	1820	1071	52.2962
rna-NM_001178561.1	825	626	54	7.66604
rna-NM_001178562.1	1584	1385	3756	241.006
rna-NM_001178563.3	1878	1679	367	19.4253
rna-NM_001178564.3	2025	1826	386	18.7862
rna-NM_001178565.1	561	362	109	26.759
rna-NM_001178566.1	3543	3344	1535.06	40.7953
rna-NM_001178567.3	384	185	12.1131	5.81881
rna-NM_001178568.3	1683	1484	187.887	11.2516
rna-NM_001178569.1	1101	902	4244	418.139
rna-NM_001184644.1	105	4.43819	0	0
rna-NM_001178570.3	1632	1433	5774	358.082
rna-NM_001178571.3	1635	1436	142	8.78791
rna-NM_001178573.1	2703	2504	327	11.6055
rna-NM_001178575.1	1563	1364	256	16.6793
rna-NM_001178576.3	915	716	237	29.4162
rna-NM_001178577.3	2865	2666	203	6.76687
rna-NM_001178578.1	405	206	4569	1971.09
rna-NM_001184673.1	201	17.0167	58	302.904
rna-NR_132154.1	1175	976	137	12.4745
rna-NM_001178579.3	912	713	83	10.3452
rna-NM_001178581.3	1242	1043	29	2.47096
rna-NM_001184461.1	285	86.0009	24	24.8005
rna-NM_001178582.1	1155	956	2081	193.449
rna-NM_001178583.3	3363	3164	300	8.42629
rna-NM_001178584.3	1311	1112	407	32.5268
rna-NM_001178585.1	2550	2351	465	17.5773
rna-NM_001178586.1	2196	1997	30	1.33504
rna-NM_001178587.3	1590	1391	66	4.21666
rna-NM_001178588.3	1353	1154	55	4.23554
rna-NM_001178589.1	1467	1268	998	69.946
rna-NM_001178590.1	717	518	242	41.5181
rna-NM_001178591.3	1347	1148	182	14.089
rna-NM_001178592.3	489	290	32	9.80627
rna-NM_001178593.1	3390	3191	443	12.3375
rna-NM_001178594.1	1164	965	333	30.6668
rna-NM_001178595.3	1452	1253	190	13.4758
rna-NM_001178596.3	1659	1460	110	6.69563
rna-NM_001178597.1	1113	914	912	88.6748
rna-NM_001178598.1	1572	1373	14	0.906169
rna-NM_001178599.3	924	725	268	32.851
rna-NM_001178600.3	444	245	81	29.3813
rna-NM_001178601.1	366	167	169	89.9336
rna-NM_001178602.1	528	329	52	14.0462
rna-NM_001178603.3	2085	1886	522	24.5969
rna-NM_001184510.3	363	164	253	137.097
rna-NM_001178604.1	717	518	766	131.417
rna-NM_001178605.1	840	641	146	20.2417
rna-NM_001178606.3	429	230	57	22.0241
rna-NM_001178607.3	2067	1868	97	4.61473
rna-NM_001178608.1	2001	1802	312	15.3869
rna-NM_001178609.1	699	500	154	27.3717
rna-NM_001178610.3	321	122	589	429.049
rna-NM_001178611.3	1473	1274	1638	114.261
rna-NM_001178612.1	600	401	184	40.7779
rna-NM_001178613.2	963	764	671	78.0514
rna-NM_001178615.4	1182	983	199.564	18.0418
rna-NM_001395042.1	453	254	0.435949	0.152529
rna-NM_001178616.3	318	119	168	125.463
rna-NM_001178617.1	417	218	1995	813.276
rna-NM_001178618.2	1638	1439	109	6.73159
rna-NM_001178619.3	1260	1061	106	8.87855
rna-NM_001178620.3	1443	1244	328	23.4318
rna-NM_001178621.1	1311	1112	1234	98.6193
rna-NM_001178622.1	1584	1385	326	20.918
rna-NM_001178623.4	5751	5552	340	5.44228
rna-NM_001178624.3	2424	2225	564	22.5269
rna-NM_001178626.1	606	407	336	73.3663
rna-NM_001178627.1	1338	1139	817	63.7456
rna-NM_001178628.3	1914	1715	1242	64.359
rna-NM_001178629.3	2637	2438	159	5.79582
rna-NM_001178630.1	441	242	151	55.4515
rna-NM_001178631.1	1473	1274	731	50.9917
rna-NM_001178632.3	2394	2195	42	1.70046
rna-NM_001178633.4	435	236	128	48.2003
rna-NM_001178634.1	1614	1415	8094	508.345
rna-NM_001178635.1	1284	1085	2765	226.473
rna-NM_001178636.4	1452	1253	173	12.2701
rna-NM_001178637.4	2718	2519	365.743	12.9033
rna-NM_001178638.1	966	767	990	114.707
rna-NM_001178639.1	900	701	52	6.5923
rna-NM_001348892.1	372	173	0	0
rna-NM_001178641.3	1425	1226	122	8.84344
rna-NM_001178642.3	2580	2381	61	2.27679
rna-NM_001178643.2	3651	3452	393	10.1175
rna-NM_001178644.1	1725	1526	2435	141.807
rna-NM_001184587.3	120	5.05223	0	0
rna-NM_001178645.3	1407	1208	664.768	48.9051
rna-NM_001178646.1	1845	1646	26142	1411.43
rna-NM_001184588.1	222	27.8721	0	0
rna-NM_001178647.3	1755	1556	43432.7	2480.61
rna-NM_001178649.3	363	164	27.0697	14.6687
rna-NM_001178650.1	1140	941	619.969	58.5507
rna-YCL075W	441	242	0	0
rna-YCL074W	927	728	0	0
rna-NM_001178711.1	1848	1649	1	0.0538928
rna-NM_001178710.1	1377	1178	0	0
rna-NM_001178709.1	783	584	0	0
rna-NM_001178708.1	633	434	750.359	153.649
rna-NM_001178707.1	528	329	3	0.810358
rna-NM_001178706.1	1083	884	4707	473.199
rna-NM_001178705.1	1272	1073	146	12.0922
rna-NM_001178704.1	3291	3092	353	10.1458
rna-NM_001178703.1	951	752	337	39.8257
rna-NM_001178702.1	459	260	77.7778	26.5848
rna-NM_001184528.1	342	143	11.2222	6.9742
rna-NM_001184448.1	294	95.0001	1102	1030.88
rna-NM_001178701.1	2139	1940	891	40.8157
rna-NM_001178700.1	435	236	270	101.672
rna-NM_001178699.1	1008	809	312	34.2734
rna-NM_001305014.1	87	3.88332	0	0
rna-NM_001178698.1	2526	2327	145	5.53762
rna-NM_001178697.1	1251	1052	1686	142.427
rna-NM_001178696.1	1752	1553	495	28.326
rna-NM_001178695.1	966	767	1325	153.523
rna-NM_001178694.1	939	740	550	66.0515
rna-NM_001184678.1	240	42.049	3	6.34041
rna-NM_001178693.1	1392	1193	39	2.9052
rna-NM_001178692.1	777	578	40	6.15012
rna-NM_001178690.1	2283	2084	476	20.2984
rna-NM_001178689.1	1254	1055	367	30.9147
rna-NM_001178688.1	1569	1370	5414	351.196
rna-NM_001178687.1	360	161	98	54.0944
rna-NM_001178685.1	1503	1304	17081	1164.09
rna-NM_001178684.1	2238	2039	333	14.5137
rna-NM_001178683.1	1587	1388	264	16.9031
rna-NM_001178682.1	1305	1106	19	1.52669
rna-NM_001178681.1	1701	1502	54	3.19503
rna-NM_001178680.1	333	134	4239	2811.32
rna-NM_001178679.1	1065	866	1497	153.623
rna-NM_001178678.1	507	308	863	249.007
rna-NM_001178677.1	1041	842	585	61.7441
rna-NM_001178676.1	894	695	414	52.938
rna-NM_001178675.1	2400	2201	1172	47.3216
